label,x,y,z
E61,0.06822646943932584,0.011484947282209737,0.26455937666067414
E62,0.08143066285231912,0.039836092708534325,0.2608628396773655
E63,0.01617093695862069,-0.012036309172030652,0.13344548677988505
E64,0.04000720156871508,-0.014418641234078213,0.15817296709944134
E65,0.0627838074454717,-0.0038321764586792457,0.17710319056943397
E66,0.07514917424834558,0.0005832098126838235,0.20917812881029413
E67,0.08024334332931354,0.01593428802671614,0.23885463435009277
E68,0.041124821368207026,0.004947156943992606,0.1264893533051756
E69,0.06422307404370504,0.008196295333453237,0.15045270818183454
E7,-0.011988298198537478,0.03289161960877514,0.31156073804405854
E70,0.08103925436343694,0.020541171754661792,0.17636485954241315
E71,0.0889443794839416,0.025134532080291972,0.21254094577572993
E72,0.09021386659868669,0.040347525315197,0.2340290229859287
E73,0.05584935063514563,0.026232014201165048,0.11975851240252428
E75,0.08772326979754254,0.04453282781852552,0.17925629431852552
E76,0.09342735023462247,0.05776860321381216,0.21499752664880295
E77,0.08755248768983363,0.0665531674900185,0.24447808236857668
E78,0.0748097912139313,0.06918358899103054,0.2710648647748091
E79,0.05509936815288641,0.07036444404134079,0.29951574575325884
E8,-0.10106519108484288,0.11703766893271718,0.21312461843789277
E80,0.023773902716949152,0.06929874843050848,0.31246204723917137
E81,0.06608192173309559,0.045766639489301,0.12759016049557775
E82,0.07864848192884956,0.06273250693150442,0.1496296238860177
E83,0.08816666864368031,0.07133304054609665,0.17961673293066915
E84,0.08859614448061041,0.08547762276283662,0.21539333689263915
E85,0.07661278329836066,0.09746771647049181,0.24386339654262296
E86,0.06043294509305302,0.09705186221060329,0.2758513400330896
E87,0.03191682441024209,0.09304231446387337,0.3027687489856611
E88,0.06165004283922652,0.07432722574622468,0.12080161089171271
E89,0.07269658831141805,0.08965391467790054,0.15047717023591162
E9,-0.10657879779019264,0.10099705139246935,0.2527943271024518
E90,0.07791640380171429,0.09880123330038096,0.1820481259975238
E91,0.07326264929092592,0.11074113247166666,0.21848439041537035
E92,0.061347824924464285,0.11669722801285715,0.25393075865642856
E93,0.03922908417041742,0.11836548338366608,0.2750531022782214
E94,0.05125817644766839,0.09832394036822108,0.1278280306552677
E95,0.05494380142689655,0.11636724895103448,0.16141197600413792
E96,0.06125421679180328,0.12169954647249545,0.18981008825701273
E97,0.05249567966957329,0.12859343386883115,0.22415117477792207
E98,0.04025209913128491,0.13105652892849162,0.24835880550521416
E99,0.028862128798375453,0.11743664384837545,0.13485857785288807
VREF,0.01312374244086629,0.04537205755894539,0.31266370932937854
